 ;;Record No.;Descripcion Articulo;UM;Fabricante;Cod. IVA;Impuesto IVA;Clase;Categoria;Control de Lote;Costeable;En Stock;Acuerdo;Status;Elaborado por;Fecha de creacion
;false;P354700-0770;Poste Fluorescente en Acero Inoxidable - Pintura Electrostatica Color Negro;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0769;Bombilla MH-CER GX8.5 70W Ref: 4523918028;UN;HIGH LIGHTS S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0768;Luminaria horizontal Zeus 70W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0767;Proyector Mod G-12 Ref 1696968036;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0766;Luminaria Tipo Poste Braman Brazo Sencillo h=3.00mts Luminaria Nano1 2050 Sodio 70W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0765;Luminaria RAP con poste 7.5m ref. RA-P 150w SODIO;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0764;Lampara Ref. 613062 GRIFOX;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0763;Luminaria de Plique Wall Pack Sodio 70W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0762;led driver 24V 60W prl;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0761;Socket para tubo T8 (juego);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0760;Bombillo metalar 150W/942 cerámico osran ref. 7309;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0759;Bombillo dicroico 20w - 12 uv MR 11 philips ref BD20W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0758;Lámpara hermética Proffi 2x32XW - 120 Carcasa en policarbonato;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0757;Lámpara de sodio 70w Roy Alpha;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0756;Luminaria Amazonas VP 70W Sodio Alta Presion, con Base, Bombilla y Fotocelda;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0755;Bolardo para base E27 LED Negro Incluye bombilla;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0754;Reflector de 50W 6500K;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0753;Kardan 20W COB 3000K;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0752;Luminaria Lineal Ref. Victoria de 120cm 36W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0751;Luminaria Hermética Tubo LED T8 40W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0750;Mini Bala de Empotrar en Muro Led+Kit de Empotramiento y Aros Sustituto Gris Plano 3W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0749;Bala Led Recesada RD 18W 1400LM con Temperatura de Color 4000K;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0748;Balastro ELE MH 150W 120-277V Inadisa;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0747;Balas Led Sumergibles Proled para Empotrar 36W 25 Grados Temparatura de Color RGB Driver Conector Sumergible;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0746;Bala de Incrustar de 10cms de Diametro en Led de 8W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0745;Bala Led CDM 150W Aro Blanco Escualizable/Projeto;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0744;Bala halogena ahorradora;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0743;Bala Led Cineco Recesada Led 12W - 3000K Ref: D17 LED 22;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0742;Bala fluorescente blanca Dulux;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0741;Lampara hermetica 3x32w IP-65 con bala;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0740;Bala Dulux con Transformador Electronico 2 Bombillos de 32W 4 Pines;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0739;Bala de piso de Ø=10X12cm bombillo LED 4W phillis;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0738;Balastro;M3;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0737;Bala halógena a prueba de humedad;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0736;Bala de sobreponer en color aluminio;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0735;Bala halógena fija ref. DC-YD 101;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0734;"Poste Estructural cilindrico DRACO de 4.5M x2"" Brazo sencillo 0.5m Canastilla de anclaje galvanizado";UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0733;Bala Halogena Deluxe/Led Twist GU 5.3 RD;UN;HIGH LIGHTS S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0732;Lampara Tortuga Media Luna Color Negro;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_DEMAS_ACTIVIDADES;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:13 PM
;false;P354700-0731;Plafon Circular de 22 vatios c/acrilico;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0730;Lampara de 2x96 Tubo T-12;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0729;Luminaria Cilindro 2x26W Color Aluminio;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0728;Panel LED redondo de incrustar 6W 3000K;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0727;Panel Redondo de incrustar 18W;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0726;Bala Incandescente de D=5 Pulg de Perforacion Cerrada con Vidrio Serigrafiado en Puntos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0725;Panel Led de Incrustar Redonda 25W 100-127V 3000K;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0724;Panel Led 12W Circular AC 100-265 4100K Incrustar;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0723;Panel de Sobreponer 18W 1174LM con Temperatura de Color 4100K Blanco;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0722;Luminaria Lineal de Incrustar o Sobreponer de 2.40mts Fluorescentes 2x28 T5;UN;LUZ Y COLOR LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0721;Bala de Incrustar Hermetica Anticondensacion Aro en Acero;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0720;Bala de Incrustar Led H5 con GU10 Led de 5W 3000k;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0719;Apique de Techo Para Emergencia;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0718;Mini Bala Fija Para Empotrar en Cielo Leds Recedidos Leds Integrados Diametro 6 cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0717;Bala Fija Para Empotrar en Cielo Leds Recedidos Leds Integrados Diametro 20cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0716;Estaca Para Fijar en Jardines Leds Integrados;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0715;Poste Decorativo Para Exteriores;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0714;Proyector Led Orientable Leds Integrados;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0713;Poste 4 mts con 2 Luminarias Para Exteriores;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0712;Poste 4 mts con Luminaria Para Exteriores;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0711;Cinta Flexible Led Para Exterior;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0710;Luminaria Lineal de Sobreponer o Descolgar en Cielo de 116cm x 5xm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0709;Bala Para Empotrar en Muro Diametro 3cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0708;Cinta Flexible Led de Alto Flujo Luminoso;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0707;Bombillo con Socket E27 Led;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0706;Apique de Pared Luz Difusa IP65 Diametro 30cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0705;Luminaria Lineal Para Sobreponer o Descolgar de 240cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0704;Luminaria Lineal Hermetica Para Sobreponer o Descolgar de 150cm 50W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0703;Luminaria Lineal Hermetica Para Sobreponer o Descolgar de 120cm 25W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0702;Plafon Luminoso de Sobreponer Luz Difusa Diametro 90cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0701;Plafon Luminoso de Sobreponer Luz Difusa Diametro 60cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0700;Luminaria Lineal Para Empotrar de 240cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0699;Luminaria Lineal Para Empotrar de 210cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0698;Luminaria Lineal Para Empotrar de 150 cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0697;Luminaria Lineal Para Empotrar de 120 cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0696;Bala Fija Led Para Empotrar en Cielo Diametro 22cm Leds Integrados Recedidos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0695;Bala Fija Led Para Empotrar en Cielo Diametro 17cm Leds Integrados Recedidos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0694;Bala Fija Para Empotrar en Cielo 10W Diametro 8cm Leds Intergrados;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0693;Luminaria Decorativa Descolgada Negra-Dorada Bombilla Led A19 11.5W 3000K;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0692;Luminaria de Emergencia Led 2x1W Marcar Philips;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0691;Luminaria de Colgar Tipo Cilindro Opal Led 3000K - 120V Largo Guaya de 2.0mts;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0690;Led coinlight 24V white;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0689;Cinta LED 28,9W por metro 3000Lm 3000K 254V sobreponer en perfil de aluminio, Driver independiente;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0688;Cilindro de 2.20w Descolgada de 50 cms;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0687;Bombilla GU10 50W 3000K 25G 1050CD 120V TLP;UN;HIGH LIGHTS S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0686;Bombilla FC E-27 15W 827K 970LM OSR;UN;HIGH LIGHTS S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0685;Bala fluorescente de D=22.5 cerrada;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0684;Poste de 6.0mts de 2 Pulg con Brazo Doble de 1 1/2 Pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0683;Reflector Led Cuadrado 20W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0682;Luminaria Mini Andes de 150W Sodio, Base para Fotocelda y Fotocelda;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0681;Luminaria Continuom Sobreponer 40W 4000K - Marca Sylvania;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0680;Luminaria Andes Aluminio 74W gris IP-66 8000 lm 32 led 120-277V con Base y Fotocelda;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0679;Sensor Fluorescente o Halogeno;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_ALQUILER_EQUIP_CONST;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0678;Fagona Sobremesa Acero Negro / Textil Blanco E27, 1X60W, IP20, Ref: 94608;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0677;Luminaria Toledo A60 6W 25H MV 3000K 100-240V - Marca Sylvania;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0676;Apique Pared Led 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0675;Luminaria Hermetica Led 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0674;Perfil STPLO45 R Forma L 1.25 x 1.25 mts 6400 LUM 80W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0673;Perfil STPLO45 R Forma L 2.5 x 1.25 mts 10400 LUM 130W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0672;Perfil STPLO45 R 3.12 mts 9200 LUM 115W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0671;Perfil SPTLO45 R 4.37 mts 12400 LUM 155W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0670;Perfil STPLO45 R 8.75 mts 22400 LUM 300W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0669;Perfil STPLO45 R 5.625 mts 14400 LUM 180W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0668;Perfil STPLO45 R 2.50 mts 6400 LUM 80W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0667;Perfil STPLO45 R 13.75 MTR 28800 LUM 360W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
;false;P354700-0666;Perfil STPLO45 R 6.87 MTR 12800 LUM 160W Luz 4000K;UN;INTERNACIONAL DE ELECTRICOS LTDA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;LAMPARAS Y LUMINARIAS;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:35 PM
