 ;;Record No.;Descripcion Articulo;UM;Fabricante;Cod. IVA;Impuesto IVA;Clase;Categoria;Control de Lote;Costeable;En Stock;Acuerdo;Status;Elaborado por;Fecha de creacion
;false;P270000-0437;Amarre dexson 20 cm. 8 PUlg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0436;Cartonplast Gris 800g/m2 (1.50x2.00m);LM;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0435;Guaya para pluma 5/16 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0434;Tapa para Pozo Tipo EAAB de D=0.70m;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0433;Acople 2 TF200 Neg.EPDM/VITTO Neg.Liviano;UN;COLEMPAQUES S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0432;Manguera Plana Azul 2 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0431;Rollo Tela Blanca 50ml X 2.10m Ancho 65gr/M2;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0430;Carton corrugado 1.20x40mts;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0429;Carton corrugado 1.20x20mts;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0428;Tanque de Agua Bajito Negro 250Lt;UN;COLEMPAQUES S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0427;Cartonplast 1.25x80m Gris;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:11 PM
;false;P270000-0426;Manguera Acople para Lavavajillas;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0425;Caneca Plastica con Tapa de 65Lt Vaniplast;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0424;Pulsador Timbre Sencillo Blanco;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0423;erfil Omega de 2.44/26;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0422;"Manguera Plana de Descargue de 1-1/2""";ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0421;Soldadura 60-13 1/8 Pulg West arco;KG;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0420;Adaptador regulado;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0419;Manila polipropileno x 3/8 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SEGURIDAD INDUSTRIAL;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/18/2019 01:10 PM
;false;P270000-0418;Abrazadera Doble Ala 2 Pulg Tipo pesada;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;NO;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0417;Carton Corrugado en Rollo 100x1.40mts;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0416;Acople Metalico Bar-Lock No. 7;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0415;Acople Metalico Bar-Lock No. 6;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0414;Acople Metalico Bar-Lock No. 5;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0413;Sikatop 121 Monocomponente x 50 Kg MO;UN;SIKA COLOMBIA S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0412;Marmolina x 40 Kg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0411;Granito Blanco No. 1 x40 Kg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0410;Ducto para escombros 1.15x0.60 en caucho;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0409;Tela Cerramiento Mitad Verde/Azul y Marca Peligro;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PRELIMINARES;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0408;Tubo cortinero 1/2x6m Aluminio Crudo;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0407;Toma GFCI 127VAC Placa Antracita Arteor;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0406;Barra de 14 Lbs;UN;;CO_IVA_COM_5%;5;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0405;Silicona Elastika Blanca Tubo 300CC;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;JUNTAS SELLANTES ENDURECEDORES Y AISLAMIENTOS;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0404;Contenedor para Gestion de Desechos Cap. 1100Lts;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0403;Nylon 1 mm x 100 m Araty;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0402;Tanque Plastico de 1000 Lt Enrejado en Aluminio;UN;;CO_IVA_0%;0;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0401;Manto TRM 500 Ref: 2905624;M2;PAVCO;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRAS DE URBANISMO;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0400;Pie de Amigo de 30x60;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0399;Unidad Monoc;UN;ALTACOL NORVENTAS S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0398;Caja Plastica de 2x4;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0397;Nasa Aseo Piscina Plastica;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0396;Mango Telescopico de 9.0cms con Extencion;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0395;Enchanche Nave Reforzado PC PRI 1 y 2;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0394;Traslape PC PRI;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0393;Jamba PC PRI 1 y 2;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0392;Sillar 2 Rieles PC PRI 2;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0391;Central de Control de Hasta 50 Modulos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0390;Tapas de 110x110 en Platina de 2x3/16 y Entramado en Varilla de 3/8;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0389;Repuesto Filtro de ACPM;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0388;Toma Telefonica Completo (Incluye Bastidor, Marco y Modulo Telefono y 2 Modulos Teclon Ciego);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0387;Switch 4 Puertos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0386;Selector de Cuatro Zonas para Automatizacion con BlueHome;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_ALQUILER_EQUIP_CONST;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0385;Pulsador Timbre (Incluye Bastidor, Marco, Modulo Pulsador Unipolar);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0384;Inyector POE;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0383;Dimmer Sencillo Max Potencia 250W;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0382;Central de Control Hasta 50 Modulos;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0381;Central de Alarma;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0380;Charnela de 52 pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0379;Charnela de 24 pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0378;Aro Tapa Plastica 67cm;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0377;Tapa Medidor con Seguridad y Cajilla Plastica de Alto Impacto en Polipropileno;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0376;Tapa Plastica en PP de Alto Impacto de D=0.70mts Trafico Vehicular Pesado;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0375;Tapa Plastica en PP de Alto Impacto de D=0.67mts Trafico Vehicular;UN;ESTRUCTURAS PLASTICAS MADERPLAST S A;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0374;Cava 130 Lt;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0373;Omega Galvanizada ROL Cal 26;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0371;Union Galvanizada Simple 1/2 Pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0370;Amarre Galvy Vulganizado Cal. 18;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0369;Cadena Galvanizada de 1/4 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0368;Manguera de Riego 3/4 Pulgx100m;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0367;Manguera de Descarga de 6 Pulg Tipo Bombero;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0366;Manguera de Desague de 2 Pulg Para Motobomba de 4 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0365;Manguera de Descarga de 2 Pulg Tipo Bombero;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0364;Empaque DN 125 Plano;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0363;Tapa Rexess Clase D400 con Sistema Antirobo;UN;MANUFACTURAS DE CEMENTO S A;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;PREFABRICADOS;SIN CONTROL;SI;SI;SI;Descontinuado;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0362;Fondo 5x5 de 30.6x30.6cms Color Crema;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0361;Matrice Blanco Paris;M2;GRUPO AREIA S A S;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0360;Material Sintetico Polipropileno-Biopack;M3;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0359;Canal Base de 6;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0358;Manto Ceramico para Recubrimiento de Tuberia de Escape;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0357;Malla Azul 1mx4m Politex;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0356;Malla Zaranda;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0355;Malla Zaranda 4x4;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0354;Malla Anti Insecto 2x2x1;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0353;Colchoneta Reno 4x2x0.30 cd/ Malla Tipo 6x8/ 2.20 / Zinc + PVC;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0352;Tela para Cerramiento Blanca 2.10x100 mts;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0351;Tela Cerramiento Blanca;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0350;Tela Azul De Proteccion X 100 Mts;M2;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0349;Malla Hexagonal de Alta Resistencia 2x25 m / Tipo 6x8/2.7mm / Zinc + PVC;M2;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0348;Malla Zaranda Plastica;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0347;Malla Zaranda;ML;LA SABANA;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0346;Fichas en Cinta Magnetica e Impresion Digital de D=3cm.;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0345;Cepillo Acero 3x19 M/Plastico Herrago;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0344;Empalme Roscado No 8 (25 mm);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0343;Empalme Roscado No 7 (22 mm);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0342;Empalme Roscado No 6 (20 mm);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0341;Empalme Roscado No 5 (16 mm);UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0340;Masilla Tex Joint Juntas;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0339;Manguera Plana de 4 Pulg Tipo Bombero;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0338;Gancho para Cadena Eslabonada Galvanizada;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0337;Cadena Eslabonada Galvanizada de 3/8 Pulg;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;ELEMENTOS DE FERRETERIA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0336;Perro Galvanizado 5/16 Pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0335;Abrazadera Collarin 3 Pulg 30-40;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0334;Manguera Plana de 3 Pulg Tipo Bombero x100m;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0333;Acople de Manguera para Descarga 3 Pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0332;Carton Corrugado 1.20 x 100 m;RLL;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0331;Aerosol Fluorescente Verde 300ml Stanprof;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0330;Aerosol Fluorescente Rosado 300ml Stanprof;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0328;Masilla Gyplac x 28 Kg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0327;Cubreauto T/M 461x165x119cm Autostyle;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0326;Cubre Poliester T/XL Silvertec TKC;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0325;Abrazadera Macho/Hembra de Cuña;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;SERV_ALQUILER_EQUIP_CONST;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0324;Nylon Buenpescador x90m;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0323;Cable HDMI de 15.0mts;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;ASEO LIMPIEZA Y PAPELERIA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0322;Carton Corrugado de 1.20mts;ML;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0321;Zuncho Metalico de 5/8 Pulg;KG;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
;false;P270000-0320;Embudo Plastico con Salida de 1/2 Pulg;UN;;CO_IVA_COM_TARIFA_GRAL;19;PRODUCTOS;OBRA;SIN CONTROL;SI;SI;SI;Activo;Cloud coadmin;12/10/2019 02:15 PM
